StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
7055,8.2,2,3,2,87,4.8,No,Yes,65,66,Placed
4829,7.8,1,1,2,74,3.8,No,Yes,60,81,NotPlaced
9571,6.5,1,1,1,66,3.6,No,No,59,69,NotPlaced
1260,7.6,1,2,1,76,4.3,Yes,Yes,74,82,Placed
8713,8.2,1,1,1,68,3.9,No,Yes,70,66,Placed
3662,8.4,1,1,0,80,4.6,Yes,Yes,77,82,NotPlaced
7923,8.7,2,3,3,90,4.7,Yes,Yes,84,81,Placed
1025,8.1,1,1,1,72,4.6,Yes,No,61,63,NotPlaced
4966,6.7,1,1,1,68,4.8,Yes,No,57,65,NotPlaced
753,8.4,2,1,2,77,4.5,Yes,Yes,71,72,NotPlaced
3943,7.6,1,1,0,71,3.9,No,Yes,55,60,NotPlaced
3711,7.5,1,1,0,60,3.7,No,Yes,55,60,NotPlaced
9961,8.3,1,1,0,70,4.1,No,Yes,69,76,NotPlaced
1952,8.0,1,1,2,80,4.7,Yes,Yes,80,79,NotPlaced
6315,7.3,0,1,0,78,3.3,No,No,60,67,NotPlaced
352,7.8,0,2,2,74,4.6,Yes,Yes,58,60,NotPlaced
1512,7.5,1,2,1,77,4.4,Yes,Yes,83,71,Placed
4830,8.2,2,3,2,90,4.6,Yes,Yes,85,85,Placed
9617,7.4,1,2,1,83,4.1,No,Yes,90,88,NotPlaced
3747,8.4,1,3,2,90,4.8,Yes,Yes,85,68,Placed
5800,8.0,0,2,2,87,4.7,Yes,No,72,83,NotPlaced
702,8.4,2,1,1,87,4.8,No,Yes,75,78,NotPlaced
3694,8.7,2,3,2,90,4.4,Yes,Yes,69,85,Placed
4615,6.7,0,1,0,82,3.8,No,No,67,63,NotPlaced
7214,7.6,2,1,0,84,4.4,Yes,No,55,83,NotPlaced
562,7.7,1,3,0,82,4.2,Yes,Yes,90,88,Placed
2319,8.3,1,3,2,89,4.7,Yes,Yes,72,80,NotPlaced
3099,7.6,1,1,1,60,4.4,No,Yes,59,70,NotPlaced
4839,8.4,2,3,2,90,4.8,Yes,Yes,78,85,Placed
3151,7.9,0,3,0,87,3.9,Yes,Yes,78,82,NotPlaced
5609,8.3,2,3,2,90,4.8,Yes,Yes,80,86,Placed
4300,8.1,2,3,2,90,4.8,Yes,Yes,86,87,Placed
4619,8.2,1,2,0,69,3.9,Yes,Yes,68,63,NotPlaced
4075,7.5,1,2,1,76,3.7,Yes,Yes,59,70,NotPlaced
3995,7.5,1,1,0,69,3.7,No,Yes,55,70,NotPlaced
6374,6.5,1,1,0,65,4.1,No,No,58,70,NotPlaced
6168,6.5,0,3,0,81,3.8,No,Yes,59,69,NotPlaced
1048,8.3,1,1,1,71,4.8,Yes,Yes,78,83,NotPlaced
2940,8.2,1,2,2,90,4.7,Yes,Yes,83,87,NotPlaced
1809,7.7,0,1,2,78,4.6,No,Yes,55,85,Placed
3167,8.3,1,2,0,83,4.2,Yes,No,79,84,NotPlaced
415,7.6,1,3,1,73,4.4,No,Yes,55,62,NotPlaced
1341,8.2,0,1,0,90,4.7,No,Yes,67,86,NotPlaced
9372,8.3,2,3,2,86,4.8,Yes,Yes,84,76,Placed
7741,7.5,2,3,1,79,4.4,Yes,Yes,68,71,Placed
5061,7.5,0,1,1,60,4.2,No,No,59,74,NotPlaced
4634,7.9,1,3,1,77,4.3,Yes,Yes,84,85,Placed
4610,7.0,0,1,1,66,3.8,No,No,55,65,NotPlaced
7367,7.2,1,3,3,88,4.6,No,Yes,76,84,Placed
1470,6.8,1,2,1,76,3.8,No,Yes,59,69,NotPlaced
1711,8.3,0,3,2,89,4.4,Yes,Yes,75,82,NotPlaced
6271,7.4,1,1,0,65,3.7,No,Yes,81,82,NotPlaced
8733,8.0,2,3,2,90,4.8,Yes,Yes,77,85,Placed
2272,7.8,2,3,0,75,4.5,Yes,Yes,72,81,Placed
1584,8.5,1,3,2,90,4.7,Yes,Yes,86,87,Placed
1413,7.4,1,1,3,61,4.0,No,No,55,70,NotPlaced
4112,8.3,2,3,2,90,4.8,Yes,Yes,81,87,Placed
7653,7.3,0,1,1,70,3.9,No,No,55,71,NotPlaced
6694,7.7,1,2,0,75,3.7,No,Yes,71,69,NotPlaced
1723,8.5,2,3,2,87,4.8,Yes,Yes,74,78,Placed
2025,6.5,1,2,0,85,3.4,No,Yes,57,71,NotPlaced
2213,6.5,1,1,1,62,4.1,No,Yes,63,67,NotPlaced
1508,7.7,2,1,0,78,4.3,Yes,Yes,75,68,NotPlaced
2623,6.7,1,1,0,70,3.6,No,No,64,69,NotPlaced
5291,7.6,1,2,1,81,4.8,Yes,Yes,80,79,NotPlaced
9129,6.5,0,1,0,64,4.1,No,No,56,69,NotPlaced
1322,7.9,2,3,2,80,4.6,Yes,No,77,69,NotPlaced
843,6.5,1,1,0,70,4.8,Yes,Yes,79,62,Placed
1147,8.6,2,3,0,85,4.8,Yes,Yes,89,83,Placed
3625,6.5,1,3,1,73,4.2,No,Yes,59,67,NotPlaced
4281,7.7,0,2,1,81,3.8,Yes,Yes,82,65,NotPlaced
9011,8.6,2,3,2,90,4.8,Yes,Yes,82,81,Placed
8987,8.1,1,2,0,83,3.9,No,No,85,60,NotPlaced
4682,8.4,0,3,2,78,4.8,No,Yes,85,65,Placed
464,8.2,2,2,1,76,4.6,Yes,Yes,66,65,NotPlaced
1755,6.5,1,1,2,71,3.7,Yes,No,75,66,NotPlaced
3937,8.6,2,3,2,90,4.8,Yes,Yes,89,86,Placed
7934,8.0,0,2,0,60,4.2,No,No,55,70,NotPlaced
9461,7.0,0,1,0,74,4.4,No,No,71,60,NotPlaced
4402,7.9,1,1,1,70,3.4,No,No,62,71,NotPlaced
4701,6.5,0,1,1,66,3.6,No,No,55,70,NotPlaced
8992,8.7,2,3,2,81,4.6,Yes,Yes,79,85,Placed
379,8.2,2,2,2,81,4.8,Yes,Yes,78,83,Placed
3107,7.0,1,2,1,83,4.8,Yes,Yes,58,64,NotPlaced
8216,7.7,2,3,1,85,4.2,Yes,Yes,74,82,NotPlaced
1336,8.0,2,3,1,90,4.3,Yes,Yes,79,73,Placed
1224,8.0,1,2,0,79,4.4,No,No,84,77,NotPlaced
3849,6.6,1,1,1,60,3.4,No,No,55,66,NotPlaced
2717,6.5,0,3,0,71,3.8,No,Yes,63,66,NotPlaced
6838,8.4,2,3,2,90,4.8,Yes,Yes,82,84,Placed
2953,8.6,1,3,2,89,4.6,Yes,Yes,75,83,Placed
1351,8.6,0,3,2,90,4.8,Yes,Yes,81,82,Placed
1083,7.4,0,2,0,86,3.8,No,Yes,78,71,NotPlaced
6454,8.1,1,1,0,69,4.0,No,Yes,55,70,NotPlaced
1812,8.3,1,1,2,78,4.5,Yes,Yes,78,88,Placed
4122,7.5,1,1,0,77,4.8,No,Yes,55,58,Placed
1352,8.4,2,3,2,85,4.5,No,Yes,86,81,Placed
7818,7.4,1,3,1,87,4.6,No,No,69,83,NotPlaced
8797,7.6,1,1,1,71,4.2,No,No,57,68,NotPlaced
1895,7.5,0,1,0,66,4.3,No,No,60,68,NotPlaced
6640,7.5,1,2,0,65,4.4,No,No,55,62,NotPlaced
566,7.6,1,2,2,70,4.8,No,Yes,73,84,Placed
3904,7.6,0,1,2,90,4.8,No,Yes,81,77,Placed
7101,6.5,0,2,0,75,4.3,No,Yes,82,70,NotPlaced
3674,6.5,1,1,0,83,3.6,No,Yes,55,70,NotPlaced
4367,8.0,1,2,0,76,4.4,Yes,Yes,61,70,Placed
7546,6.6,1,1,0,77,3.8,No,Yes,59,71,NotPlaced
1213,8.2,1,3,2,90,4.8,Yes,Yes,85,86,Placed
1190,8.0,1,3,2,86,4.6,Yes,Yes,87,81,Placed
3956,6.5,1,3,3,79,4.3,Yes,Yes,63,87,Placed
899,8.5,1,3,1,77,4.7,Yes,Yes,65,85,NotPlaced
4787,8.3,1,3,2,79,4.7,Yes,Yes,76,78,NotPlaced
8093,7.6,1,1,0,82,3.7,No,Yes,55,67,NotPlaced
4603,7.9,1,1,1,73,4.3,No,No,55,82,NotPlaced
8897,8.2,1,3,2,90,4.3,Yes,Yes,76,82,Placed
3455,7.5,1,2,3,76,3.7,No,Yes,55,67,NotPlaced
3610,7.3,2,2,0,66,4.1,Yes,Yes,60,70,NotPlaced
8158,8.2,2,3,2,90,4.6,Yes,Yes,76,85,Placed
8766,7.4,1,2,1,76,4.4,Yes,Yes,79,70,NotPlaced
9678,7.4,1,1,0,68,3.9,No,Yes,79,76,NotPlaced
7573,7.4,1,1,0,67,3.7,No,No,65,65,NotPlaced
3910,8.2,1,3,2,89,4.4,Yes,Yes,73,69,Placed
4029,7.6,1,2,0,76,4.1,Yes,Yes,70,62,NotPlaced
3932,8.2,0,2,2,79,4.0,Yes,Yes,76,79,Placed
2333,7.6,1,3,1,73,3.9,Yes,No,72,73,Placed
7303,8.1,2,3,1,90,4.7,Yes,No,74,84,Placed
2263,8.3,1,2,1,84,4.7,Yes,Yes,59,69,NotPlaced
9261,7.6,1,2,1,82,4.3,Yes,No,68,66,NotPlaced
5782,6.6,1,3,1,70,4.7,Yes,Yes,55,62,Placed
2596,8.2,2,3,2,90,4.8,Yes,Yes,85,83,Placed
7201,7.4,1,0,2,73,4.2,No,Yes,90,72,NotPlaced
3594,6.5,1,1,0,83,3.9,No,Yes,70,69,NotPlaced
5217,7.8,0,1,1,85,4.3,No,No,70,80,Placed
1031,8.2,1,2,0,83,4.8,Yes,No,65,71,Placed
7434,7.3,1,1,0,69,3.7,No,Yes,56,70,NotPlaced
7878,8.5,1,2,0,87,4.0,Yes,Yes,78,70,Placed
8824,8.2,2,3,2,82,4.4,Yes,Yes,80,83,Placed
8237,6.8,0,1,1,67,3.4,No,Yes,59,68,NotPlaced
5734,8.0,2,1,0,78,4.6,No,No,63,71,Placed
5379,6.7,1,1,1,76,4.6,No,No,65,69,NotPlaced
7763,6.5,1,2,1,69,4.3,No,No,55,61,NotPlaced
1756,8.1,2,3,0,88,4.5,Yes,No,76,85,Placed
7356,8.0,1,1,0,90,4.4,No,Yes,74,62,NotPlaced
4162,8.4,2,3,2,90,4.8,Yes,Yes,88,82,Placed
232,7.4,2,1,1,87,4.5,Yes,Yes,68,84,NotPlaced
8105,7.4,0,2,1,72,4.4,No,Yes,60,70,Placed
111,8.0,1,1,3,84,4.0,No,Yes,57,61,NotPlaced
5458,7.6,1,2,0,81,4.7,Yes,Yes,74,85,NotPlaced
6709,8.5,2,2,0,83,4.7,Yes,Yes,80,87,NotPlaced
2515,7.4,2,1,0,74,4.5,Yes,Yes,67,68,NotPlaced
5962,8.2,0,2,1,75,4.6,Yes,No,82,72,NotPlaced
4280,7.8,0,3,0,74,4.1,No,Yes,68,67,NotPlaced
4721,7.6,1,3,1,77,4.1,Yes,No,63,87,Placed
2918,7.8,0,3,2,85,4.3,Yes,No,89,63,NotPlaced
9391,8.5,1,1,2,90,4.6,Yes,Yes,82,88,Placed
2993,7.5,1,2,0,67,4.2,No,No,55,64,NotPlaced
2318,7.6,1,3,0,84,4.1,No,No,57,73,NotPlaced
4848,6.6,0,1,1,78,4.4,No,Yes,55,73,NotPlaced
4293,8.8,1,3,2,90,4.8,Yes,Yes,85,81,Placed
6992,7.8,1,2,1,73,4.0,Yes,Yes,55,87,NotPlaced
1516,7.6,1,1,1,72,4.2,Yes,Yes,57,67,NotPlaced
217,6.9,1,2,1,74,4.1,No,No,55,69,NotPlaced
9214,7.7,1,2,0,83,4.6,Yes,Yes,71,82,NotPlaced
9062,7.6,0,2,0,85,4.2,Yes,Yes,81,83,Placed
8418,7.6,1,3,0,78,3.9,Yes,Yes,72,85,NotPlaced
2264,7.4,0,1,0,85,3.9,No,Yes,68,63,NotPlaced
5327,7.9,0,2,1,87,4.4,No,No,71,70,NotPlaced
6841,8.6,1,1,2,77,4.6,Yes,Yes,87,86,Placed
8499,7.4,2,2,1,82,4.6,Yes,Yes,73,88,NotPlaced
6011,6.6,0,2,1,74,4.6,No,Yes,55,66,NotPlaced
894,6.5,0,3,1,67,3.5,Yes,Yes,86,72,Placed
1491,7.1,1,2,1,80,4.7,No,Yes,57,74,Placed
3004,8.2,1,2,1,90,4.8,Yes,No,82,63,NotPlaced
1851,7.8,1,1,0,86,4.0,Yes,Yes,60,76,Placed
5200,6.5,0,1,0,69,3.6,No,Yes,71,72,NotPlaced
6381,6.6,1,1,1,60,3.3,No,No,56,66,NotPlaced
325,7.2,1,2,0,69,4.0,No,Yes,55,61,NotPlaced
1216,6.9,1,3,2,82,3.5,Yes,Yes,59,60,Placed
2900,8.6,1,1,2,87,3.9,Yes,Yes,84,84,Placed
2934,8.6,1,1,3,81,4.7,No,Yes,72,86,Placed
3659,6.5,1,2,1,69,3.7,No,No,66,66,NotPlaced
8679,7.9,2,3,1,75,4.5,Yes,Yes,79,80,NotPlaced
6674,7.7,1,1,0,66,3.6,No,Yes,55,63,NotPlaced
7973,8.2,1,2,3,84,4.0,Yes,Yes,82,63,NotPlaced
8587,8.1,1,3,0,74,4.0,Yes,Yes,62,83,Placed
6170,7.7,1,3,2,76,4.8,No,Yes,68,87,Placed
9725,7.7,1,1,0,72,4.1,No,No,61,68,NotPlaced
1130,7.3,1,2,2,79,4.6,No,No,55,68,Placed
8857,7.9,2,3,2,90,4.7,Yes,Yes,80,88,Placed
2919,8.2,2,3,2,90,4.8,Yes,Yes,85,83,Placed
3903,6.6,2,1,0,75,4.2,No,Yes,75,70,NotPlaced
7948,8.5,0,3,2,90,4.6,Yes,Yes,74,87,Placed
9098,7.6,1,2,0,72,4.4,No,Yes,57,64,NotPlaced
3828,6.7,1,1,1,74,3.9,No,Yes,56,83,NotPlaced
4924,7.5,1,3,1,66,3.8,No,Yes,69,72,NotPlaced
209,8.3,2,3,3,90,4.5,Yes,Yes,70,88,Placed
3255,7.6,1,1,1,73,4.1,No,No,55,67,NotPlaced
2796,8.1,1,3,2,90,4.5,Yes,Yes,76,82,Placed
5107,8.4,2,3,2,90,4.7,Yes,Yes,80,88,Placed
9012,6.5,1,2,1,61,3.9,No,Yes,55,66,NotPlaced
799,7.6,0,1,0,65,4.1,No,No,55,68,NotPlaced
9106,8.0,2,3,2,90,4.8,Yes,Yes,77,86,Placed
735,8.2,0,1,0,71,4.8,No,No,62,68,NotPlaced
2245,7.4,0,1,1,69,4.0,No,Yes,60,71,NotPlaced
179,7.5,2,1,2,90,4.8,Yes,No,55,65,NotPlaced
5831,8.7,1,2,2,73,4.4,No,Yes,72,68,NotPlaced
7009,8.1,2,1,3,79,4.0,Yes,Yes,78,79,Placed
1175,7.5,1,1,3,68,3.6,No,No,58,72,NotPlaced
6643,7.5,1,1,1,80,4.5,No,Yes,73,67,NotPlaced
5849,7.4,1,3,0,78,4.2,No,Yes,71,67,Placed
1832,7.6,1,1,1,75,3.7,No,No,55,63,NotPlaced
7996,6.5,0,1,0,80,3.9,No,Yes,75,69,NotPlaced
9280,7.8,0,2,0,71,4.4,No,Yes,55,66,NotPlaced
7898,7.1,1,1,1,64,4.5,No,No,66,64,NotPlaced
8598,8.3,2,2,0,90,4.8,Yes,Yes,80,72,Placed
8523,8.5,2,3,2,90,4.8,Yes,Yes,75,88,Placed
199,7.6,1,1,1,82,4.8,Yes,Yes,79,86,Placed
7929,7.3,1,2,0,80,4.5,Yes,Yes,55,64,Placed
7077,8.0,0,1,1,86,4.0,No,Yes,55,74,NotPlaced
9285,7.5,2,1,1,75,4.8,No,No,62,62,NotPlaced
1098,7.6,1,2,0,81,4.5,No,Yes,76,84,NotPlaced
549,7.9,1,3,0,90,4.6,Yes,Yes,81,79,Placed
6909,7.8,1,2,0,81,4.8,No,Yes,55,62,NotPlaced
8230,6.5,1,1,0,70,4.0,No,Yes,59,71,NotPlaced
4707,6.5,1,1,1,73,4.2,No,No,55,57,NotPlaced
6913,8.8,2,3,2,83,4.1,Yes,Yes,73,83,Placed
3370,8.4,2,3,2,86,4.4,Yes,Yes,72,61,Placed
7584,8.5,1,3,0,90,4.5,Yes,Yes,74,83,Placed
2533,7.5,1,3,0,83,4.7,Yes,Yes,59,87,Placed
4056,8.2,2,3,2,84,4.8,Yes,Yes,75,83,Placed
2315,8.7,1,2,1,90,4.6,No,No,74,68,NotPlaced
6654,7.6,1,1,1,60,4.4,No,Yes,56,69,NotPlaced
6886,6.9,1,1,1,83,4.6,Yes,No,55,67,Placed
5938,7.3,2,3,2,90,4.5,Yes,Yes,79,84,Placed
2816,8.6,1,2,0,80,4.2,No,No,55,68,NotPlaced
3438,7.6,1,1,0,66,3.2,No,No,55,63,NotPlaced
3881,7.5,1,1,0,78,4.7,Yes,Yes,73,87,NotPlaced
4158,8.7,2,3,0,84,4.2,No,Yes,55,65,NotPlaced
67,7.8,2,3,2,87,4.8,Yes,No,90,83,NotPlaced
7867,6.8,1,1,0,71,4.4,No,No,60,68,NotPlaced
617,6.9,1,1,1,74,4.3,No,Yes,57,57,NotPlaced
1119,8.2,1,3,2,90,4.8,Yes,Yes,72,85,Placed
3261,6.6,1,1,0,76,4.4,No,No,57,62,NotPlaced
3402,6.9,0,3,2,78,4.3,Yes,Yes,84,73,Placed
3693,8.0,2,3,2,90,4.8,Yes,Yes,89,88,Placed
938,8.4,2,3,2,90,4.8,Yes,Yes,71,87,NotPlaced
6605,8.3,1,3,2,90,4.6,Yes,Yes,85,84,Placed
2573,8.1,0,3,2,87,4.8,Yes,No,90,83,Placed
7537,6.5,2,2,2,80,4.6,Yes,Yes,81,72,Placed
6325,8.3,1,1,1,70,4.3,No,No,58,70,NotPlaced
623,8.3,1,2,2,88,4.4,Yes,Yes,78,86,Placed
1682,8.3,1,2,1,82,4.4,Yes,Yes,76,85,Placed
2127,8.7,2,3,2,90,4.8,Yes,Yes,73,82,Placed
788,8.2,1,3,2,87,4.7,Yes,Yes,73,86,Placed
3333,7.4,0,1,0,60,3.0,No,No,55,70,NotPlaced
7237,7.7,1,2,0,77,3.9,No,Yes,69,79,NotPlaced
1093,8.8,1,3,2,82,4.8,Yes,Yes,77,84,NotPlaced
9104,7.4,1,1,0,60,3.8,No,No,55,63,NotPlaced
5021,8.1,0,3,0,77,3.9,Yes,No,69,65,NotPlaced
9354,8.3,1,2,1,73,4.1,Yes,Yes,63,65,NotPlaced
5945,7.6,0,1,0,69,3.1,No,No,60,62,NotPlaced
3281,6.5,1,1,2,90,4.8,Yes,No,75,80,NotPlaced
8187,8.4,2,3,0,89,4.8,Yes,Yes,71,85,NotPlaced
2202,8.5,1,3,0,79,4.5,Yes,Yes,73,88,NotPlaced
1161,7.8,1,3,0,88,4.8,Yes,Yes,77,87,Placed
5582,8.3,1,1,0,75,4.2,Yes,Yes,86,86,Placed
3593,8.1,1,2,1,90,4.7,Yes,Yes,71,72,NotPlaced
3953,8.3,2,3,2,89,4.6,No,Yes,79,86,NotPlaced
9692,7.6,0,2,1,85,4.3,Yes,Yes,74,81,Placed
6248,8.2,0,2,2,78,4.1,Yes,No,55,63,NotPlaced
4154,8.2,2,3,0,90,4.5,Yes,Yes,74,79,Placed
479,8.4,2,3,1,85,4.7,Yes,Yes,63,78,Placed
1353,8.1,2,3,2,89,4.6,Yes,No,79,88,Placed
4310,6.5,1,1,1,74,4.0,No,No,87,67,NotPlaced
5699,7.4,1,2,2,66,4.4,No,Yes,61,85,NotPlaced
2648,7.4,0,1,0,72,3.6,No,No,60,71,NotPlaced
8461,8.2,1,3,2,85,4.6,Yes,Yes,79,86,Placed
8199,7.4,1,1,0,74,3.8,No,No,73,70,NotPlaced
7690,8.4,1,2,2,73,4.3,Yes,No,71,79,Placed
9258,6.5,1,2,1,72,3.5,No,No,57,65,NotPlaced
2590,8.5,2,3,2,90,4.7,No,Yes,76,82,Placed
1034,7.7,1,2,1,85,4.6,Yes,Yes,76,83,Placed
4687,7.6,0,1,1,69,4.5,No,No,55,71,Placed
5012,6.5,0,1,1,60,3.7,No,No,61,68,NotPlaced
2599,7.7,1,2,0,84,4.7,No,Yes,72,61,NotPlaced
5820,7.1,2,2,1,84,3.9,No,No,59,68,NotPlaced
4609,6.7,0,1,0,78,3.8,No,Yes,61,62,NotPlaced
8471,7.6,1,2,1,88,4.2,Yes,Yes,73,86,Placed
9041,8.1,2,3,0,90,4.7,Yes,Yes,86,88,Placed
7451,6.5,1,1,1,73,4.5,No,No,55,59,NotPlaced
4672,7.9,1,3,1,80,4.8,Yes,No,79,87,Placed
5584,6.5,1,3,0,90,4.6,Yes,Yes,84,80,Placed
3718,8.7,1,1,1,70,4.1,No,No,68,60,NotPlaced
9328,7.7,1,3,2,90,4.3,Yes,Yes,76,83,Placed
3929,7.7,0,1,0,70,3.7,No,No,71,70,Placed
3618,6.7,0,3,2,90,4.8,Yes,Yes,76,88,Placed
1426,7.5,1,2,1,83,4.6,No,Yes,62,69,NotPlaced
9379,7.5,1,1,1,65,3.9,No,Yes,55,72,NotPlaced
2920,7.6,1,3,0,82,3.8,Yes,Yes,78,65,NotPlaced
3820,7.5,1,2,2,79,4.2,Yes,Yes,75,62,Placed
1872,7.6,1,2,1,67,4.1,No,No,58,70,NotPlaced
5488,8.3,2,3,2,68,3.9,Yes,No,77,84,Placed
481,7.6,1,1,0,66,3.7,Yes,Yes,65,60,NotPlaced
5973,7.5,1,2,0,83,4.3,No,Yes,56,66,Placed
9601,8.5,2,3,2,90,4.8,Yes,Yes,80,83,Placed
2889,6.5,1,1,1,79,4.2,No,No,85,71,NotPlaced
6687,7.4,1,1,0,72,4.3,No,No,64,63,NotPlaced
6316,8.1,0,3,0,88,4.7,Yes,No,88,86,Placed
528,8.2,1,1,0,70,4.2,No,No,55,62,NotPlaced
4130,6.5,1,2,1,82,3.4,Yes,No,72,68,NotPlaced
723,7.9,1,2,2,90,4.3,Yes,Yes,74,88,Placed
5121,8.0,1,3,2,81,4.8,Yes,No,64,85,NotPlaced
4723,8.1,2,2,1,65,4.8,Yes,No,56,68,NotPlaced
221,6.6,1,2,1,76,4.1,Yes,Yes,82,69,NotPlaced
9189,8.2,2,3,2,90,4.6,Yes,Yes,81,79,Placed
1936,7.2,2,2,2,79,4.4,Yes,Yes,83,82,Placed
345,6.6,1,1,2,81,4.8,Yes,No,68,71,NotPlaced
8333,6.5,1,1,2,85,4.3,No,Yes,73,71,NotPlaced
9675,8.7,1,2,1,73,4.4,Yes,Yes,63,85,Placed
4484,7.6,1,1,0,79,4.0,No,Yes,62,69,NotPlaced
9707,7.6,1,2,1,66,4.4,No,Yes,56,61,NotPlaced
8487,7.4,1,1,0,60,4.3,Yes,Yes,61,75,Placed
9217,8.0,0,3,1,90,4.1,Yes,Yes,64,61,Placed
6904,8.3,1,3,2,90,4.7,Yes,No,71,83,Placed
9155,7.3,0,1,2,85,4.7,Yes,Yes,74,84,Placed
5961,6.5,1,1,0,69,4.5,No,No,55,70,NotPlaced
7035,7.6,1,3,0,81,4.3,Yes,Yes,80,82,Placed
6052,8.1,2,3,2,88,4.4,No,No,73,82,Placed
2392,7.5,2,1,1,65,4.0,No,Yes,56,62,NotPlaced
7182,7.4,1,3,0,84,4.1,Yes,Yes,55,73,NotPlaced
4329,7.4,0,1,0,71,4.4,No,No,57,66,NotPlaced
6453,6.5,0,1,1,80,3.7,No,Yes,67,68,Placed
1984,8.3,1,1,0,81,4.7,No,No,75,69,NotPlaced
8247,7.7,1,2,0,86,4.5,No,Yes,72,79,Placed
1555,7.6,2,2,1,77,4.1,No,No,69,75,NotPlaced
4851,8.6,2,2,2,81,4.8,Yes,Yes,78,81,Placed
9096,7.3,2,1,2,86,3.8,No,Yes,71,67,NotPlaced
9923,7.9,1,1,1,79,4.0,Yes,Yes,81,64,NotPlaced
7533,7.7,1,3,0,75,4.0,Yes,Yes,78,81,Placed
6854,8.2,0,2,2,71,4.4,Yes,Yes,55,73,Placed
4642,8.3,2,3,2,90,4.8,Yes,Yes,73,87,Placed
2882,7.6,1,1,0,68,4.3,No,No,62,68,NotPlaced
1678,7.0,1,1,0,82,4.6,Yes,No,71,79,NotPlaced
4886,6.5,1,2,0,60,4.7,No,Yes,55,63,NotPlaced
1965,6.8,0,2,0,73,4.3,Yes,Yes,64,63,Placed
902,8.0,1,2,1,81,4.4,Yes,Yes,83,84,Placed
7131,6.6,1,1,0,80,4.2,No,Yes,74,72,NotPlaced
3069,8.7,2,3,2,89,4.5,Yes,Yes,63,87,Placed
2297,7.6,1,2,0,71,4.1,No,No,56,63,NotPlaced
6238,7.4,1,2,0,78,4.1,No,Yes,71,66,NotPlaced
5863,7.8,0,2,0,78,4.4,No,Yes,59,64,Placed
297,7.5,0,2,0,69,3.6,No,No,61,59,NotPlaced
8779,6.9,0,1,0,79,4.8,Yes,No,62,67,NotPlaced
58,8.4,2,2,2,81,4.6,Yes,Yes,77,82,Placed
7243,8.6,1,3,2,88,4.8,Yes,Yes,79,88,Placed
4386,7.9,2,3,2,79,4.1,No,Yes,76,87,NotPlaced
2985,8.3,1,2,2,83,4.2,Yes,Yes,55,88,Placed
28,8.3,1,1,1,81,4.5,Yes,Yes,64,65,NotPlaced
4408,6.6,0,1,0,78,4.8,No,No,62,72,NotPlaced
9878,7.5,2,3,2,87,4.7,Yes,Yes,86,83,Placed
2677,6.5,0,1,0,72,4.6,No,No,79,58,NotPlaced
8546,6.5,2,3,2,84,4.5,Yes,No,81,68,NotPlaced
5263,6.5,1,1,1,64,4.1,No,Yes,59,76,NotPlaced
5842,8.7,2,3,2,89,4.7,Yes,Yes,70,63,Placed
7022,8.1,2,3,2,81,4.5,Yes,Yes,76,71,Placed
3249,8.1,2,1,1,90,4.4,No,No,70,84,Placed
5668,6.5,1,3,1,79,4.2,Yes,Yes,56,65,NotPlaced
3885,7.8,1,2,2,90,4.8,Yes,Yes,74,84,Placed
7664,8.5,1,2,0,81,4.4,Yes,Yes,79,75,Placed
296,8.6,1,1,2,84,4.3,Yes,Yes,57,82,Placed
3162,7.3,0,3,0,83,4.3,Yes,No,73,74,NotPlaced
2581,8.0,0,1,1,67,4.1,Yes,Yes,62,61,Placed
3871,7.6,1,1,0,68,3.6,No,No,56,65,NotPlaced
9211,6.7,1,1,0,81,4.5,No,Yes,65,61,NotPlaced
4405,8.0,2,3,2,90,4.3,No,Yes,67,86,Placed
6953,6.7,2,3,0,76,4.2,No,Yes,78,85,NotPlaced
649,7.6,1,2,0,79,4.3,Yes,Yes,79,69,Placed
1371,8.1,2,3,2,83,4.4,Yes,Yes,90,81,Placed
9856,8.5,1,2,1,80,4.0,Yes,Yes,75,67,NotPlaced
6993,7.9,1,2,1,68,4.0,No,Yes,71,68,NotPlaced
5533,7.5,1,2,1,72,4.5,Yes,Yes,78,81,NotPlaced
9621,8.0,0,3,2,90,4.8,Yes,Yes,74,71,Placed
5709,8.2,2,3,3,90,4.5,Yes,Yes,80,86,NotPlaced
4210,6.5,1,1,0,74,4.6,No,No,58,67,NotPlaced
682,8.1,2,2,0,71,4.4,Yes,Yes,78,83,Placed
435,7.8,1,3,0,81,4.3,No,No,64,70,NotPlaced
9310,6.7,1,1,0,60,3.7,No,No,55,63,NotPlaced
4825,6.5,1,2,2,88,4.7,Yes,Yes,77,69,Placed
9762,7.9,1,3,0,81,4.5,Yes,Yes,66,74,NotPlaced
3160,6.5,0,1,0,70,4.2,Yes,No,64,81,NotPlaced
1490,7.6,1,2,0,74,4.2,Yes,Yes,55,81,NotPlaced
2988,8.6,2,3,2,88,4.5,Yes,Yes,82,85,NotPlaced
813,7.1,1,2,0,70,4.0,No,No,57,72,NotPlaced
1883,7.7,1,1,1,78,3.3,No,No,55,74,NotPlaced
9268,8.4,2,3,2,85,4.5,Yes,Yes,89,79,Placed
